id,is_deleted,master_record_id,name,type,record_type_id,parent_id,billingaddress,billingcity,billingcountry,billingcountrycode,billinggeocodeaccuracy,billinglatitude,billinglongitude,billingphonenumber,billingpostalcode,billingstate,billingstatecode,billingstreet,billing_geocode_accuracy,shippingaddress,shippingcity,shippingcountry,shippingcountrycode,shippinggeocodeaccuracy,shippinglatitude,shippinglongitude,shippingphonenumber,shippingpostalcode,shippingstate,shippingstatecode,shippingstreet,shipping_geocode_accuracy,phone,website,photo_url,industry,number_of_employees,description,owner_id,created_date,created_by_id,last_modified_date,last_modified_by_id,system_modstamp,last_activity_date,last_viewed_date,last_referenced_date,jigsaw,jigsaw_company_id,account_source,ownership,annual_revenue,account_number
00e0a001-9e28-4961-a00f-05860aaa0692,False,4efd38b7-b924-469d-b89b-66cf0c26ee56,Ellis Inc,technology partner,05f34bdf-7b80-4988-bb49-0a8a1e756dfc,2bff6d67-5fd2-4055-b9b0-8efc736a12b9,"97414 Mary Crossing
New Maryville, HI 43790",Craigstad,Comoros,ZW,city,-68.6054875,-147.616071,(935)963-3446x3995,27932,South Carolina,CA,1452 Miller Village Apt. 159,neighborhood,"5517 Veronica Islands Suite 722
New Jonathanhaven, ID 41596",South Judith,Fiji,TH,extendedzip,55.6008415,170.618384,+1-996-456-7759,44890,Illinois,AZ,106 Henry Vista Apt. 096,state,(604)256-9082x12851,https://www.torres.com/,https://picsum.photos/24/962,manufacturing,9703,"Institution four and know another it husband. A team heart cold respond can politics.
Whatever car add place concern last. Anything character budget I interesting unit would.",2112413e-eb8a-4c84-ae90-9c30d6bc00c4,2022-08-03,67b185d8-be1f-445d-b382-df616455912c,2023-03-23T04:28:06.883799,df1a1dc0-412e-43ef-9faa-9e53964b6416,2021-11-27T23:31:09.281561,2024-06-04T10:19:48.982664,2024-06-16T06:22:43.084239,2024-06-07T16:07:52.703038,922315,139876,partner referral,public,4290242.0,509560
5c2ef090-a356-4478-bb7d-fbcc94a19dd9,False,0b940813-0970-4a9e-ab8f-c30bc2019f72,Evans-Cross,installation partner,71d3ad74-1b53-4e63-bdcf-91efe86c7808,cfb6c372-baf0-4e8a-9a58-ac2797d1f179,"2612 Bryan Glens Apt. 584
West Jenniferchester, MD 36027",Lake Erin,Croatia,BA,extendedzip,86.7890395,114.388064,(541)970-0058x5876,69712,New Hampshire,OH,0082 John Plains Suite 686,nearaddress,"Unit 6074 Box 6145
DPO AA 65376",Lopezport,Qatar,TV,zip,-28.1083015,77.587405,001-329-293-1474x42622,93667,Louisiana,NE,95005 Chelsea Landing Suite 655,neighborhood,722-635-7443,http://norris.biz/,https://dummyimage.com/118x273,engineering,905,Kitchen different performance realize size. Weight up skill teach dog food base best.,0c37a3cc-da4c-4fcd-92f4-ff6f8480b035,2023-01-10,3ebb5719-a5e8-456a-9c7a-f13a5b8955da,2024-05-18T02:52:41.680721,d8a3a82f-9785-442a-9177-1c8bef0b2850,2022-10-18T02:23:26.613562,2024-06-05T21:48:35.633641,2024-06-13T19:54:56.595202,2024-06-12T11:14:03.954726,242111,273374,phone inquiry,subsidiary,9007779.88,649633
b61af99b-0d5f-4379-909c-580ef307175e,True,a1a97a32-b1b9-4a83-931f-1446767f0b3c,"Gallagher, Boyer and Davis",customer - channel,24fca4c4-64c5-48a6-b641-092e3340f9cd,e571d34c-6511-4558-84ad-0981c1fec388,"Unit 3503 Box 7545
DPO AE 42409",North Michelle,Bahamas,BR,county,72.7033755,122.777645,360.570.6705x7828,98042,Georgia,IL,2219 Laura Mills,city,"27132 Olsen Greens
West Eric, ND 51002",Jeffreytown,Afghanistan,DK,address,58.227919,-17.677526,2049665139,62477,Tennessee,KY,6159 Mercer Ferry,zip,909.861.8171x70003,http://www.bell.com/,https://dummyimage.com/850x429,utilities,2148,"Factor rich explain focus join tough.
Where how expect serious land trouble. System performance enjoy decision likely believe.
Top effect the production western difficult difficult.",2fa8ced3-c285-4dac-b3d6-29a9fa57531b,2023-07-10,ec064c41-7079-40e0-bac2-b4c976e7e521,2023-10-22T13:41:52.472872,9eb3c3d8-4ace-467d-9476-97dafc07d3f7,2022-08-13T06:53:46.660114,2024-06-19T00:25:22.103443,2024-06-14T03:46:48.783604,2024-06-10T04:38:49.712688,247930,304028,web,subsidiary,6549122.96,730023
835819de-6dd1-4afc-a0b2-745afe8a3733,False,72122d05-be01-4f3b-b0d9-221c782a3876,"Burns, Perry and Adams",installation partner,f0ccb1e8-c0bd-4be2-b1e3-705ae53fc46e,73995a83-5b13-45b2-a7a5-e882d24043b2,"926 Ramirez Station
Lake Craighaven, ID 16689",West Markshire,Albania,MR,city,38.871925,-92.810957,001-218-293-0230,03225,Hawaii,MI,013 Stephanie Terrace Suite 014,state,"493 Christopher Stream
Leonardview, MH 33879",New Ashleyberg,North Macedonia,KI,extendedzip,45.5993225,118.072937,532-649-4494,41430,Massachusetts,OR,210 Peters Stream Apt. 907,country,773-305-6400x733,http://www.allen-perez.com/,https://picsum.photos/152/61,insurance,6787,Middle experience kitchen former yeah who. Inside forget certain town. Former difficult majority meet analysis within.,09528e58-1687-4850-a14a-527c9f3c968a,2023-07-30,2f12d946-080a-43b6-bb6b-d3da1209c017,2023-10-30T11:56:21.913286,e377c000-e498-466c-b415-ce7cadb762ca,2023-04-07T11:15:02.962270,2024-06-12T15:25:21.030798,2024-06-04T19:42:23.085695,2024-06-10T23:06:35.213460,893832,827457,phone inquiry,private,401567.64,100229
399cdab4-e467-4a34-abfb-ed844216617f,True,cfb961c3-5726-4474-a00a-ac8767091f5c,Williams-Williams,customer - channel,21bd3297-ade3-41fe-9dd7-4a7be335e2c0,7673a097-73df-411d-8270-f51f961487e3,"46769 Smith Overpass
Haileyside, UT 82279",South Candice,Cote d'Ivoire,RO,state,-65.604004,91.387612,+1-941-724-9296,78069,Virginia,MI,193 Reginald Burgs Suite 014,extendedzip,"85691 Roberto Junction
New Tinastad, MS 01410",Lake Frank,United States Virgin Islands,KI,street,-55.383072,-151.030536,7269600613,24455,Iowa,MI,36278 Williams Radial Suite 709,extendedzip,781.738.3255,http://carlson.net/,https://picsum.photos/498/327,finance,1375,"Left section prove teach court assume vote. Source work Congress time.
Management behavior reflect anyone article think. For particularly child. Name born parent debate style baby.",28f55f11-2f68-4d7b-8f7f-b0edf978831d,2023-08-08,3c9b0247-1c3e-4af3-a1a3-3cc3bd9b95d4,2024-01-06T08:59:36.649146,340c54e1-687d-4bf6-b014-1197b6ab8397,2020-11-26T23:50:05.746590,2024-06-12T07:46:28.352732,2024-06-04T06:04:48.570235,2024-06-14T09:58:11.896518,648582,560188,purchased list,other,4692304.19,795706
1234bdc1-6ddb-4447-ba3e-ac1debcf9f5a,True,104a1ef2-5db2-4986-9a75-b84fa4ed2585,Davis-Schroeder,installation partner,30bb9351-52e3-43cd-bbc0-160d97654c85,07b4b14f-6ad8-4699-ae66-4ab81b4be755,"PSC 3515, Box 1965
APO AA 00974",Jonesstad,Seychelles,PG,extendedzip,-49.062441,30.384219,(420)312-7639,87654,Illinois,WV,973 Ann Station,nearaddress,"7334 Fleming Causeway
Port Charlesview, NH 35309",West William,Uruguay,OM,nearaddress,-50.3150425,147.586739,904-996-1870x591,07378,New Mexico,VT,8831 Emily Trafficway Apt. 596,city,3284486005,http://www.scott.com/,https://placekitten.com/1008/996,transportation,1947,"Wrong final of perhaps. Fly small successful collection morning.
Peace artist down very final. Other involve professor chair each board near.
Customer season on international mouth test.",5dd6762d-48de-4a80-82ec-24b18bb2d999,2023-02-16,9a837ffb-5868-425f-b98d-d6fcc368f4c2,2024-05-02T22:10:33.933884,6dabd341-3c58-4957-9f48-bcf8b7ac768a,2021-02-15T12:24:41.479891,2024-06-16T09:41:15.087755,2024-06-11T00:08:36.975434,2024-06-17T05:44:05.766118,239845,738647,other,public,8995414.11,190248
2619f36f-90e8-4865-bcd7-e1cafbd5a15e,False,0b2682b7-6560-4594-80ba-5d8370e40282,"Washington, Moore and Rubio",installation partner,d3bb5038-0b7a-4082-8c73-8e1c00d8c24d,b81b8e84-8aff-40fe-a6fc-7954ed9e87d9,"Unit 7656 Box 9663
DPO AE 72401",Lake Brandon,Andorra,NZ,nearaddress,85.349286,103.248828,+1-242-204-1534x664,10114,West Virginia,AL,4443 Lisa Mews,neighborhood,"7328 Sonya Views
Tylermouth, NH 07399",Lake Nicholashaven,Fiji,AZ,state,68.8542175,-15.634361,788.489.7511x256,05513,Montana,WI,09335 Jeffrey Burg Apt. 187,extendedzip,923.384.7138x35607,http://www.farmer.com/,https://placekitten.com/437/359,not for profit,196,"Modern its at. Management side serve out.
Skin property professor. Interest drive get result best begin.",51e476b7-109f-4935-a183-5f0cfdab1ec7,2023-08-26,f747ea04-b9f9-48d9-9111-f5ef8f5fd12b,2023-12-19T02:51:09.034112,bebf58a2-7275-4b50-86b9-d1a89d999237,2022-02-12T02:28:33.568804,2024-06-13T19:34:01.751966,2024-06-05T14:10:23.171646,2024-06-14T07:26:30.058065,573774,177617,web,other,411692.89,347297
c137b2f4-e774-4e6e-a352-39644b7552cf,True,9240eb95-3895-42ac-9324-527de4766f6b,"King, Contreras and Mullins",customer - channel,2e663cf4-4722-4302-b479-1d2151333bb7,c86f7a73-c996-46e0-820f-d9d7f4103935,"90061 Holder Pike
Nicholaschester, OR 55239",Meganton,Qatar,JP,country,71.572733,131.475716,346-421-3848x544,30136,Michigan,MP,76610 Louis Mall Suite 034,address,"32236 Martin Crest Suite 512
North Samantha, IL 35325",West Davidshire,Netherlands,ZA,street,8.3397655,-49.178692,(631)269-9171,28421,Utah,MP,632 Marco Ford Apt. 032,address,8949711014,http://harris-armstrong.org/,https://picsum.photos/702/407,retail,5535,"Process skill set goal for laugh family. Put little stock lay price put respond this.
Whole your perhaps none. Subject same before manage.",699987cc-a29b-4993-bacc-ac98d7152d84,2024-02-18,ecae049d-51a9-4ef5-b4d7-5cabe6bfd5ef,2024-03-02T08:49:04.016392,1c449af7-75b0-4472-a846-e068089248ff,2021-03-15T06:40:19.816680,2024-06-07T15:58:41.165671,2024-06-02T04:58:43.402292,2024-06-02T18:21:03.345266,988224,840588,web,public,7114279.64,939791
9384b481-eb35-4920-aee2-4c24b1007472,True,60a64a44-fe08-443f-ad03-a757c3f94d8a,"Martinez, Roberts and Mccoy",customer - channel,c693e3ac-5be6-4451-a1a3-7d3eeddcd42e,8d003d44-2d1e-4675-aa6d-f0a09e326099,"690 Lisa Roads Apt. 645
North Gregoryside, SD 81621",Robertbury,Australia,TN,country,23.885972,110.112751,001-717-651-9206x7513,93511,Kentucky,DC,0773 Brown Lock,city,"27852 Turner Via
Greenshire, TX 07195",Vasquezchester,Bulgaria,PK,extendedzip,-73.2073195,-150.251342,+1-654-440-2300x787,95195,Massachusetts,WY,801 Davis Freeway,address,740.367.1331x4883,http://brown.net/,https://picsum.photos/265/230,food & beverage,8483,"Decide yet your nation. Spring firm herself benefit. Task also behavior think can son see near.
Adult you box place respond court. Fact art sound development.",fd3d057c-93dd-40b5-bc48-59d267efcbc8,2024-01-06,b7f0724b-3f92-44cc-bf6a-3bc1d68c3edb,2024-03-05T12:03:22.222535,e66ca66a-a305-4238-a438-7f721d5853f9,2021-04-30T20:45:57.275568,2024-06-10T08:37:56.001338,2024-06-14T04:19:33.048860,2024-06-17T20:21:40.738764,460800,821564,purchased list,private,258510.22,960810
f390e735-334d-453c-b450-32dc30b297d4,True,b8d5f643-8a59-4720-b578-7fa733429b68,Diaz PLC,customer - direct,361f84fe-a467-433b-b821-319df4ed7d3b,2a45d2a8-1852-45a7-80f8-bae6c8b7ebbb,"3360 William Isle
Tamarashire, NH 96199",East Alexaberg,Timor-Leste,AL,address,52.7460805,0.175143,001-939-922-6917,72591,Louisiana,ND,03926 Weiss Hill,extendedzip,"4363 Woodard Corner Apt. 009
Lake Matthewfort, NH 90021",North Kimberlyshire,Uzbekistan,OM,address,12.4732835,-80.029990,352.502.2182,65588,Massachusetts,VT,2016 Reyes Glen Suite 586,zip,(280)493-1462x42182,http://www.roberson.biz/,https://dummyimage.com/282x185,not for profit,21,"Staff blue read owner bag it. Price goal work off. Artist tend season option point quite.
Agreement first near book. Add offer quickly much. Debate hear bad trouble what science.",78c54c3d-1f22-4f80-a14e-2ceaaf1edbf2,2024-01-19,905b0e26-b019-4916-8cf6-96fe333d7858,2024-05-14T22:55:41.211903,c515fbd0-4448-467c-8a1e-6a24ed2f3f2b,2023-04-21T05:43:02.224952,2024-06-11T13:09:59.645986,2024-06-16T08:21:46.082113,2024-06-14T20:06:42.307228,129105,764879,web,other,8595273.14,724906
4a621447-9528-41d7-b5b9-9932510728d0,False,d5313c64-c40f-4ac1-986d-ba6410db0787,Bowman Ltd,installation partner,c93e5131-267e-4b11-8bd1-9a712c607ba1,595e1f93-b24f-4106-9def-dbaa871780d2,"940 Kevin Forest
South George, MP 75131",Philipstad,Andorra,BB,extendedzip,-72.0820325,108.340602,426-461-5095x730,98060,Alaska,AL,062 Kevin Drive Apt. 001,state,"41702 Kimberly Station
New Crystalburgh, VA 80651",Lake Richard,Bermuda,LR,county,-69.6530815,101.867846,805-863-3118x82483,02211,Florida,UT,8773 Aguilar Cove,address,217.703.0306x6905,http://www.brown-edwards.com/,https://placekitten.com/391/961,insurance,3974,Alone age trouble anyone society security range. Career voice cut guy generation benefit. Product reason establish new. He always wall newspaper size partner from.,6d456451-0afe-44e2-8e76-d5c66df73b64,2023-04-10,4402c8a9-c41c-4a16-94ba-3c5aa1b1781f,2024-06-07T06:54:55.899468,28d33ced-b9ae-4ae4-8f6f-893c2a1de19b,2021-06-09T00:49:52.174345,2024-06-13T14:26:07.307456,2024-06-02T23:49:10.497433,2024-06-15T09:13:33.891715,592410,512486,purchased list,private,8184371.04,500226
26d20c1a-3530-4ec2-8c21-f1674e97bf0d,True,1e2ebc0c-da4a-4347-be5b-93d3813ae022,Hawkins and Sons,channel partner / reseller,85aa8fe0-82f0-46e3-8dcc-a8fe2b173d47,a6f3fa29-c8f3-411b-a21d-49358da7dabb,"688 Hannah Ferry Apt. 940
East Victoria, VT 35008",West Carly,Nauru,CM,city,-9.1776625,-145.524641,(472)374-7303x57440,95327,South Carolina,KS,496 Jacob Ports Suite 273,extendedzip,"8171 Summers Summit Apt. 932
Meaganburgh, AR 88206",Cruzmouth,Colombia,CL,city,17.029465,-56.151919,321-321-4271x2473,24583,Wyoming,NJ,99949 Rice Flats Suite 460,country,8618784251,http://dawson.com/,https://picsum.photos/740/655,banking,7185,"Agency trade actually word. The hand foot bill reality he view. Get peace to kitchen.
Week red thing around occur over. Pull on here kid many hear glass.
Able account address they bag box.",cb5a5699-db85-42e8-be30-ab75f1aa648f,2023-04-19,836b0f1a-bd22-4999-b5a3-36bda3eadd0d,2024-06-02T02:01:56.474216,1b9ba292-ef32-49a5-8975-62ef86e598d1,2023-12-29T22:09:29.352238,2024-06-16T22:52:28.283762,2024-06-12T02:45:09.914593,2024-06-19T08:09:08.948519,475090,676629,purchased list,other,2190797.25,762119
